word,ML,HW
mildest,2,0
mildly,2,0
mildness,2,0
mile,2,0
miles,5,0
military,1,0
millesima,1,0
mimicked,1,0
mind,80,24
minded,1,0
minds,1,3
mingle,1,0
mingled,12,0
mingles,1,0
mingling,1,0
miniature,1,0
minister,0,1
ministering,1,0
ministers,1,2
ministry,2,0
minstrel,2,0
minute,6,5
minutes,38,10
miracle,4,2
miracles,2,1
miraculous,3,5
mirror,7,0
mirth,0,2
misanthrope,1,0
misanthropy,2,0
mischance,0,1
mischief,3,0
misconstrue,1,0
miscreant,2,0
miserable,13,4
miseries,2,0
misery,13,0
misfortune,7,5
misfortunes,7,5
misgave,0,1
misgives,0,1
misguided,2,0
misinformed,1,0
misrepresenting,1,0
miss,2,1
missed,3,1
missing,1,5
mission,4,4
mississippi,1,1
mistake,7,4
mistaken,7,3
mistakest,0,1
mistaking,1,0
mistress,50,5
mistresses,0,1
mists,1,0
misty,1,0
misunderstood,0,1
mitigate,3,0
mitigated,1,0
mitigating,1,0
mitigation,3,0
mix,1,2
mixed,0,1
mixing,2,0
mixture,4,1
moaned,1,0
mob,11,1
mock,1,0
mockery,2,1
mocking,1,0
mocks,0,1
mode,3,0
model,2,0
moderate,3,0
moderation,1,0
modest,3,2
modestly,1,2
modesty,10,2
modification,1,1
modified,1,1
mogul,3,0
moisten,1,0
molest,0,1
moment,186,11
momentary,8,1
moments,31,6
monarch,1,0
monasteries,1,0
monastery,16,5
monastic,11,0
money,13,3
monitor,0,1
monk,110,3
monkish,1,0
monks,39,4
monosyllable,1,0
monotonous,1,0
monotony,2,0
monsieur,16,0
monster,9,3
monstrous,7,0
montemayor,1,0
montesinos,5,0
month,7,0
months,14,1
monument,1,1
monuments,1,0
mood,0,4
moon,12,5
moonbeams,7,0
moonlight,1,0
moonshine,0,4
moorish,1,0
moped,0,1
moral,1,2
moralise,0,1
morality,2,0
morals,1,0
morena,1,0
morn,3,2
morning,38,13
morose,1,0
morrow,5,5
mortal,15,5
mortality,4,1
mortals,4,1
mortification,4,0
mortifications,2,0
mortifying,1,0
moss,3,0
mother,112,45
mothers,1,1
motion,10,3
motioned,4,0
motionless,6,1
motions,1,0
motive,3,3
motives,5,1
mould,1,2
mouldering,7,0
mouldy,2,0
mount,1,0
mountain,4,1
mountains,3,0
mountebank,1,0
mounted,3,1
mourn,1,0
mourned,1,0
mourner,1,0
mournful,4,0
mournfully,8,3
mourns,1,0
mouth,14,8
mouthed,0,1
mouthfuls,1,0
mouths,1,0
moved,19,2
movement,12,0
movements,4,0
moving,5,1
mow,1,0
mud,1,0
muffled,1,0
multitude,11,0
multitudes,2,0
mumbled,1,0
mummy,1,0
munich,7,0
munificent,0,1
murcia,9,0
murcian,2,0
murder,9,2
murdered,6,3
murderer,5,2
murderers,5,0
murderess,2,0
murderous,0,1
murmur,11,4
murmured,6,0
murmuring,3,0
murmurs,2,0
muscle,1,0
mused,1,0
music,16,1
musical,1,0
musing,1,0
muslin,1,0
mustered,1,0
mute,0,1
mutes,0,1
muttered,3,0
mutual,4,1
myriads,1,0
myrtle,9,0
mysteries,0,1
mysterious,10,3
mysteriously,1,0
mystery,20,2
mystic,1,0
nails,1,0
naked,4,0
nakedness,1,0
named,8,3
namedst,0,1
names,5,1
naples,1,2
narration,2,0
narrative,15,2
narratives,1,0
narrow,11,0
narrowing,1,0
narrowly,1,0
nation,2,0
native,12,0
natural,30,3
naturally,12,1
nature,41,3
nay,12,10
naïveté,0,1
near,79,5
nearer,11,3
nearest,5,7
nearly,11,2
neat,1,0
necessarily,1,1
necessary,36,2
necessitated,2,0
necessity,16,0
neck,7,1
necromancer,0,1
necromancers,0,1
necromancy,0,1
need,22,2
needed,6,1
needful,6,0
needle,1,0
needles,1,0
needless,1,1
needlework,1,0
needs,5,1
needy,2,0
negative,4,0
negatived,1,0
neglect,5,1
neglected,15,0
neglectful,1,0
negligence,3,1
neighbour,5,0
neighbourhood,1,1
neighbouring,12,3
neighbours,0,1
nephew,8,0
nephews,1,0
nerve,1,0
nerves,2,0
nervous,1,0
nestled,1,0
nests,1,0
nets,1,0
network,1,1
new,35,17
newcomer,2,0
newcomers,2,0
newer,1,0
newly,2,0
news,8,13
newsletter,1,1
nibbled,1,0
nicholas,0,17
niece,23,0
nigh,1,0
night,134,16
nightingale,3,0
nightingales,1,0
nightly,7,0
nights,3,0
nobility,0,1
noble,17,9
nobleman,7,0
noblemen,3,0
nobleness,1,0
nobler,4,0
noblest,6,0
nobly,0,1
nocturnal,6,0
nod,0,1
nodded,0,3
noise,26,15
noised,2,0
noises,1,0
noisome,1,0
noisy,1,0
non,3,1
nonproprietary,1,1
nonsense,2,0
nook,1,0
noon,1,0
north,1,1
nose,1,1
note,4,0
notes,3,0
notice,11,5
noticed,1,1
notifies,1,2
notify,0,1
notion,0,1
notions,2,0
notorious,1,0
notwithstanding,0,2
nought,2,0
nourish,5,0
nourished,3,0
nourishment,2,0
novel,0,1
novelty,6,1
novice,11,0
novices,1,1
noviciate,3,0
nt,0,2
number,12,3
numbered,1,0
numberless,0,1
numbers,4,0
numerous,4,3
nun,48,0
nuns,97,0
nuptials,1,3
nurse,5,0
nutriment,0,1
nymphs,2,0
o,3,2
oak,2,0
oath,8,0
oaths,1,0
obedience,4,3
obedient,3,1
obeisance,0,1
obeisances,0,1
obey,19,10
obeyed,24,4
obeying,4,1
object,34,8
objection,2,0
objections,4,0
objects,15,0
obligation,3,0
obligations,6,0
oblige,8,0
obliged,57,2
obliges,5,0
obliging,6,0
obligingly,1,0
oblivion,0,1
obnoxious,1,0
obscure,4,2
obscured,5,0
obscures,1,0
obscurity,14,0
obsequies,1,0
observable,0,1
observance,1,1
observation,11,0
observations,4,1
observe,13,6
observed,36,7
observer,4,0
observers,1,0
observes,1,1
observing,7,1
obsolete,1,1
obstacle,10,1
obstacles,4,1
obstinacy,2,0
obstinate,9,0
obstinately,1,0
obstruction,0,2
obtain,23,6
obtained,15,1
obtaining,12,4
obviously,0,1
occasion,10,5
occasional,4,0
occasionally,10,1
occasioned,10,9
occasions,2,0
occupation,8,1
occupations,1,0
occupied,18,3
occupy,1,0
occur,1,1
occurred,1,1
ocean,3,0
oct,1,0
odd,2,0
odious,1,3
offence,14,0
offences,6,0
offend,1,2
offended,7,11
offender,2,0
offenders,2,0
offending,0,1
offensive,2,0
offer,20,7
offered,15,7
offering,1,0
offers,7,2
office,10,5
officer,3,0
officers,2,0
offices,1,1
official,3,3
officiated,1,0
officious,0,1
officiously,0,1
offspring,3,3
oft,5,3
oh,145,51
oil,3,0
old,70,8
older,1,0
oldest,1,0
olio,1,0
olive,1,0
omelet,1,0
omens,0,1
ominous,0,2
omission,1,0
omit,0,1
omitted,4,0
omitting,1,0
ones,1,0
onion,1,0
online,3,3
onset,0,1
onward,0,1
onwards,5,1
open,56,17
opened,42,7
opening,9,4
openly,1,0
openness,2,0
opens,2,1
operate,5,2
operated,2,1
operates,1,0
operating,1,0
opiate,8,0
opiates,1,0
opinion,26,2
opinions,1,0
opportunities,3,1
opportunity,58,4
oppose,7,2
opposed,6,1
opposing,2,0
opposite,17,3
opposition,9,3
oppress,1,0
oppressed,5,0
oppressive,1,0
opprest,4,0
opprobrious,1,1
opprobrium,1,0
opulence,1,0
opulent,1,0
oracle,2,0
orange,2,0
orator,2,0
orators,1,0
oratory,1,4
orb,1,0
ordained,1,0
ordeal,1,0
order,50,11
ordered,13,12
ordering,3,2
orderly,1,0
orders,16,11
organ,2,0
organized,1,1
organs,0,1
oriel,0,1
orifice,1,0
origin,3,0
original,4,2
originator,1,1
orisons,0,3
ornament,4,0
ornamented,5,0
ornaments,1,0
orphan,1,0
orphans,0,1
ostensible,1,0
otranto,0,21
otto,6,0
ought,12,6
outcast,0,1
outdated,1,1
outer,0,1
outlet,2,1
outrage,1,1
outran,0,1
outside,11,2
outward,3,0
outweighed,0,1
overcame,1,0
overcast,0,1
overcome,4,0
overflowed,1,0
overgrown,2,0
overheard,4,2
overheated,1,0
overjoyed,0,1
overlook,2,0
overnight,0,2
overpays,0,1
overpower,3,0
overpowered,5,1
overpowers,0,1
overrates,1,0
overrule,1,0
overruled,3,0
overslept,0,1
overspread,5,0
overspreads,1,0
overtake,1,0
overtaken,2,1
overthrew,1,0
overtook,4,1
overturn,1,0
overturned,1,0
overwhelmed,0,2
overwhelming,1,0
owe,4,0
owed,5,1
owes,0,1
owing,0,1
owl,2,0
owned,2,4
owner,4,6
owning,0,1
owns,3,2
pablos,22,0
pace,2,1
paced,10,0
paces,1,1
pacify,1,1
pacing,1,0
page,17,2
pages,2,4
paid,25,8
pain,15,2
painful,8,0
pains,14,1
painstaking,3,0
paint,1,2
painted,9,2
painter,1,0
pair,0,1
palace,15,1
palate,1,0
pale,23,2
paleness,2,0
palestine,1,1
pallet,0,1
pallid,1,0
palm,2,0
palmerin,1,0
palpitated,1,0
pampered,1,0
panel,0,2
pang,5,1
pangs,10,4
panic,0,2
pannells,1,0
pant,2,0
panted,3,0
pants,2,0
paper,12,1
papers,2,0
paperwork,1,1
paraded,1,0
paradise,1,0
paradoxes,1,0
paragraph,11,11
paragraphs,3,3
paramour,4,0
parchment,10,0
parchments,0,1
pardon,28,10
pardoned,1,1
pardoning,1,2
pardons,1,0
parent,9,11
parental,0,1
parents,24,2
paris,3,0
parisian,1,0
parlour,14,0
paroxysm,1,0
paroxysms,1,0
parricide,1,0
partake,1,1
partaken,1,0
parte,1,0
parted,3,1
partial,5,1
partiality,4,0
participate,1,0
participated,1,0
particles,1,0
particular,12,6
particularly,6,1
particulars,4,1
parting,5,3
partition,1,0
partizan,1,0
partizans,3,0
partly,5,1
partner,6,0
partook,1,0
parts,8,2
party,9,2
pass,33,7
passage,13,6
passages,13,2
passed,53,12
passes,1,1
passing,20,0
passion,65,21
passionate,4,0
passionately,4,0
passions,32,9
past,69,0
pastime,0,1
pastoral,1,0
patch,3,0
patched,1,0
patches,2,0
paternal,3,0
paternoster,2,0
path,1,1
pathetic,2,1
pathetically,0,1
paths,4,0
patience,11,9
patient,7,1
patiently,5,1
patron,2,0
patroness,2,0
patronised,0,1
pattered,1,0
paul,1,0
pause,3,1
paused,17,2
pavement,1,2
pavilion,7,0
paw,1,0
pay,12,5
paying,7,3
payments,3,3
pays,1,1
pea,2,0
peace,10,14
peaceable,1,0
peaceful,2,0
pealed,3,0
peasant,3,33
peasants,6,0
pebble,1,0
peccadilloes,2,0
peculiar,1,0
peculiarly,0,3
pecuniary,2,0
pedestal,6,0
peep,5,0
peeping,1,0
peevish,0,1
peevishly,1,0
pen,9,0
penance,9,0
pencil,2,0
penetrate,5,0
penetrated,14,3
penetrating,1,0
penetration,2,0
penitence,6,1
penitent,7,0
penitents,5,0
pension,3,0
pensioner,4,0
pensioners,2,0
pensively,0,2
pent,0,1
people,46,10
perceforest,1,0
perceive,10,4
perceived,41,6
perceives,1,0
perceiving,17,2
perceptible,1,0
perched,1,0
perdition,16,1
perduto,1,0
peremptory,0,1
perfect,16,3
perfection,5,0
perfections,1,0
perfectly,27,1
perfidious,8,0
perfidy,9,0
perform,10,2
performance,0,1
performances,2,1
performed,11,1
performer,1,0
performers,1,0
performing,4,4
perfumes,1,0
peril,0,2
perils,1,1
period,10,0
periodic,1,1
perish,7,3
perished,11,0
perishing,6,0
perjured,1,0
perjury,10,0
permanent,1,1
permission,22,8
permit,34,8
permits,2,0
permitted,47,4
permitting,1,2
pernicious,3,0
perpetrated,2,0
perpetrating,1,0
perpetrator,1,0
perpetual,2,0
perplexed,0,1
perplexing,1,0
perplexity,0,2
perquisitions,1,0
persecute,0,1
persecuting,1,0
persecution,2,0
persecutors,1,0
perseverance,4,0
persevere,2,0
persevered,2,0
persevering,1,0
persist,4,0
persisted,10,1
person,56,22
personage,1,3
personages,0,1
personally,3,0
personate,1,0
persons,6,5
persuade,15,6
persuaded,31,8
persuading,6,0
persuasion,9,0
persuasions,3,1
persuasive,3,0
pert,1,0
perusal,3,1
peruse,2,0
perused,5,0
perusing,1,0
pervade,1,0
pervaded,2,0
pervades,1,0
pervading,1,0
pervert,1,0
pestilential,3,0
petition,7,0
petitioner,3,0
petrified,6,0
petrifying,1,0
petty,1,0
pg,1,1
pglaf,1,1
phantom,1,3
phantoms,1,0
phenomenon,0,1
phial,4,0
philosopher,0,1
philosophical,1,0
philosophy,3,0
philtre,1,0
phoenix,2,0
phrase,4,4
phrases,0,1
phrenzied,1,0
phrenzy,4,0
physical,3,2
physician,17,0
physicians,6,0
phœbus,1,0
pick,2,0
picked,2,0
pickle,1,0
picture,10,7
pictured,1,0
pictures,4,2
picturesque,1,0
piece,4,6
piecemeal,1,0
pieces,11,1
pierce,4,0
pierced,5,0
piercing,7,0
piety,9,8
piles,1,0
pilfering,1,0
pilgrim,1,0
pilgrimage,3,1
pilgrimages,1,0
pilgrims,2,1
pillage,1,0
pillar,5,0
pillars,1,0
pillow,18,0
pine,1,0
pinion,1,0
pinions,1,0
pious,3,4
piques,0,1
pirate,0,1
pistole,1,0
pistoles,4,0
pistols,2,0
pitch,3,0
pitched,1,0
pitcher,3,0
piteous,2,0
piteously,1,0
pitied,4,0
pities,1,0
pity,42,12
pitying,2,2
place,80,15
placed,51,7
places,6,3
placing,4,2
plagiarisms,1,0
plague,4,0
plaguing,1,0
plaguy,1,0
plain,7,2
plainly,3,1
plains,4,0
plaintive,5,1
plan,21,1
planning,4,0
plans,5,0
plant,1,0
planted,3,1
plants,1,0
plate,1,1
plausible,0,1
play,7,1
played,10,0
playful,1,0
playing,2,0
plazer,1,0
plead,4,2
pleaded,1,0
pleading,0,1
pleads,0,1
pleasant,2,0
pleasanter,1,0
pleased,14,5
pleases,2,1
pleasest,0,1
pleasing,11,1
pleasure,63,10
pleasures,25,1
pledge,1,2
pledges,1,0
plentiful,0,1
plentifully,2,0
plight,1,0
plighted,1,0
plot,2,0
plots,1,0
plows,1,0
pluck,1,0
plucked,1,0
plumage,0,1
plume,0,1
plumes,0,5
plunder,1,0
plunge,8,0
plunged,19,1
plunging,1,1
ply,1,0
plying,0,1
poem,3,0
poet,2,0
poetical,1,0
poetry,3,0
poets,1,0
poignant,1,0
poignard,8,0
poignarded,0,1
point,51,9
pointed,13,4
pointing,3,2
points,3,0
poison,13,1
poisoned,3,0
poisonous,2,0
police,1,0
policy,0,3
polish,1,0
polished,4,0
polite,4,0
politeness,10,0
polluted,2,1
pollution,1,0
pomp,2,0
pompous,1,0
pondering,1,1
ponderous,1,0
ponds,2,0
poor,21,16
poorness,1,0
pope,8,0
popping,1,0
populace,7,2
popular,7,0
porch,4,1
port,2,0
portal,2,0
portent,0,1
portents,0,3
porter,8,0
porteress,13,0
portion,6,1
portmanteau,1,0
portrait,4,5
position,2,0
positive,6,0
positively,10,0
possess,13,0
possessed,29,2
possesses,5,0
possessing,4,0
possession,22,3
possessions,1,0
possessor,3,0
possessors,1,0
possest,1,0
possibility,6,3
possible,34,8
possibly,21,1
post,1,0
posted,10,4
posterity,0,2
postern,0,3
postillion,6,0
postillions,4,0
posts,1,0
posture,6,1
potent,1,0
potion,2,0
pour,3,3
poured,11,0
pouring,1,1
pours,1,0
poverty,2,4
powder,1,0
power,97,13
powerful,6,2
powerfully,2,0
powers,9,3
practically,1,1
practice,4,0
practise,0,1
practised,3,0
prado,1,0
praise,14,0
praised,2,0
praises,5,0
praising,1,0
prattle,2,0
pray,12,16
prayed,4,0
prayer,9,3
prayers,32,7
praying,3,1
prays,0,1
preach,0,2
preached,2,0
preacher,5,0
precaution,13,0
precautions,6,0
preceded,1,0
preceding,7,3
precept,2,0
preceptor,1,0
precepts,1,0
precincts,4,0
precious,11,1
precipice,7,0
precipices,2,0
precipitate,0,1
precipitated,0,1
precipitately,1,2
precipitation,4,1
precise,3,0
predecessor,0,1
predicament,4,0
prediction,8,0
predictions,1,0
predominant,2,0
preferable,1,0
preference,1,1
preferred,2,0
pregnant,1,1
prejudice,11,0
prejudiced,4,1
prejudices,4,0
prejudicial,1,0
prejudicing,0,1
preluded,1,0
preparation,1,0
preparations,2,0
prepare,10,8
prepared,33,4
prepares,1,0
preparing,5,2
prepossessed,1,1
prepossessing,1,0
prepossession,6,0
preposterous,0,1
presage,1,0
prescribed,4,0
prescribes,0,1
prescription,2,0
presence,55,7
present,67,11
presented,55,2
presentiment,1,0
presenting,3,0
presently,1,0
presents,5,0
preservation,5,1
preserve,14,2
preserved,10,1
preserver,3,0
preservers,1,0
preserves,1,0
preserving,3,2
preside,1,0
press,13,1
pressed,27,1
presses,0,1
pressing,7,1
pressure,1,0
prest,5,0
presume,2,2
presuming,0,1
presumption,2,1
presumptions,0,1
presumptuous,0,3
pretence,1,3
pretend,4,0
pretended,2,1
pretending,2,0
pretensions,3,2
preternatural,0,2
prettiest,1,0
pretty,6,0
prevail,7,0
prevailed,17,0
prevailing,3,0
prevent,30,13
prevented,21,5
preventing,3,0
prevents,1,2
previous,2,1
prey,25,3
preyed,3,0
price,10,2
pride,18,4
priest,3,3
priests,0,1
primary,1,0
prime,1,1
prince,0,104
princely,0,1
princes,0,7
princess,0,112
princesses,0,7
principal,12,9
principality,0,9
principally,1,1
principle,4,0
principles,5,0
print,1,2
printed,2,3
prior,2,0
prioress,72,0
prison,22,1
prisoner,16,7
prisoners,3,0
prisons,4,0
private,12,2
privately,1,2
privileged,1,0
privy,0,7
prize,8,0
prizes,1,0
probability,3,1
probable,6,0
probably,10,3
probed,2,0
probity,1,0
problem,1,1
proceed,12,9
proceeded,35,2
proceeding,10,1
proceedings,8,0
proceeds,2,0
processing,1,1
procession,13,2
proclaim,1,0
procrastination,0,1
procure,17,0
procured,7,1
procures,1,0
procuress,1,0
procuring,5,0
prodigious,0,1
prodigy,1,2
produce,15,2
produced,30,1
produces,1,0
producing,1,0
production,1,1
productions,1,0
profane,2,2
profaned,1,0
profess,4,0
professed,5,0
profession,11,2
professor,1,1
profest,2,0
profit,9,1
profited,3,0
profiting,3,0
profits,1,1
profound,33,0
profoundly,2,0
profundis,1,0
profusion,6,0
progress,8,0
prohibit,1,0
prohibition,1,1
project,90,85
projected,1,0
projecting,1,0
projects,1,0
prolix,1,0
prolong,1,0
prolonging,1,0
prominently,2,2
promise,34,2
promised,39,7
promises,6,2
promising,3,1
promote,0,3
promoting,2,3
promotion,1,1
prompted,1,4
prone,1,0
pronounce,4,1
pronounced,33,6
pronounces,2,0
pronouncing,3,0
proof,8,2
proofread,1,1
proofs,9,0
proper,20,5
properly,1,0
properties,2,0
property,6,3
prophane,1,0
prophecies,0,1
prophecy,0,4
prophesy,1,0
prophetess,1,0
propitious,1,0
proportion,2,0
proportionable,0,1
proportioned,1,0
proportions,1,0
proposal,7,3
proposals,3,1
propose,3,1
proposed,8,6
proposing,0,1
proposition,0,1
propped,2,0
proprietary,1,1
propriety,4,0
proscribed,1,0
prosing,1,0
prospect,9,0
prospects,4,0
prosper,0,1
prospers,1,0
prostitute,3,0
prostitutes,1,0
prostitution,1,0
prostrate,2,2
protect,11,6
protected,11,6
protecting,1,0
protection,31,3
protector,2,1
protectress,0,2
protest,6,0
protestations,1,1
protested,8,0
protests,1,0
proteus,1,0
proud,7,1
prove,22,0
proved,15,0
proves,5,0
provide,14,7
provided,13,4
providence,0,5
providing,4,4
province,4,3
provinces,1,0
proving,1,0
provision,1,1
provisions,3,1
provocation,1,1
provoke,0,2
provoked,0,4
provoking,4,0
prudence,4,1
prudent,4,2
prudently,1,0
pry,2,2
prying,4,0
public,14,4
publicity,1,0
publicly,3,0
publish,1,0
publishing,1,0
puerile,3,0
pulling,1,0
pulpit,4,0
pulse,1,1
punctually,1,0
punish,8,0
punished,5,2
punishing,3,0
punishment,32,1
punishments,2,0
punitive,1,1
puny,1,1
pupil,2,0
purchase,4,1
purchased,6,0
pure,15,2
purer,1,0
purest,2,0
purgatory,3,0
purified,1,0
purify,1,0
purity,7,6
purport,3,1
purpose,12,16
purposed,1,2
purposely,2,0
purposes,0,2
purposing,0,1
purse,2,0
pursue,11,8
pursued,14,3
pursuers,2,0
pursuing,1,1
pursuit,6,8
pursuits,2,0
pushed,6,3
pushing,0,1
pusillanimity,1,0
putrid,1,0
putridity,2,0
puts,1,1
putting,7,1
qualifications,1,0
qualities,7,0
quality,11,1
quantity,1,1
quarrel,0,1
quarrelling,1,0
quarter,3,2
quarterly,0,1
quarters,1,0
queen,2,1
queerish,1,0
quelled,1,0
quest,0,2
question,21,13
questioned,2,3
questioning,1,2
questions,7,11
quick,8,0
quicken,1,0
quickened,1,0
quickly,3,1
quickness,1,0
quiennial,1,0
quiet,23,1
quieted,4,0
quietly,4,0
quit,70,8
quits,2,0
quitted,66,2
quitting,24,4
quiver,1,0
quoted,0,1
quoth,2,0
race,0,6
rachael,1,0
rack,0,1
racked,1,0
racketing,1,0
racking,1,0
radiant,1,0
rage,28,12
raged,1,0
raging,2,0
railing,1,0
rails,1,0
rain,2,0
rains,1,0
raise,17,7
raised,39,4
raises,2,1
raising,7,0
rake,1,0
rambling,1,0
ramirez,24,0
ramparts,0,1
ran,18,2
rancor,1,0
rancour,1,0
random,1,0
rang,6,0
ranged,5,0
ranging,1,0
rank,10,3
ranks,1,1
ransom,1,1
rape,3,0
rapid,5,0
rapidity,10,0
rapidly,4,1
rapier,1,0
rapture,9,1
raptures,0,1
rapturous,1,0
rapturously,4,0
rare,3,0
rarely,2,0
rash,1,4
rashly,0,1
rashness,1,1
rate,2,0
ratisbon,4,0
rattled,6,0
rattlesnake,1,0
rattling,2,2
ravages,1,0
rave,3,0
raved,3,0
ravest,0,2
raving,0,2
ravisher,9,1
ray,0,2
raymond,54,0
rays,10,0
reach,17,8
reached,39,5
reaching,7,1
read,37,5
readable,2,2
reader,1,5
readers,0,1
readily,11,2
readiness,6,1
reading,12,1
readings,1,0
reads,1,0
ready,15,5
real,14,4
realised,2,0
reality,7,1
realize,3,0
realized,1,0
realms,5,0
reap,1,0
reappearance,1,0
reappearing,1,0
reason,24,7
reasonable,3,1
reasoning,2,1
reasons,16,5
reassure,4,0
reassured,6,0
rebel,0,1
rebels,0,1
recall,7,2
recalled,4,3
recalling,2,0
recalls,1,0
recede,0,1
receding,1,0
receipt,2,2
receive,39,9
received,65,15
receives,2,0
receiving,10,3
recent,0,3
recently,0,3
reception,6,4
recess,2,1
recesses,2,3
reckon,2,0
reckoned,1,0
reclaiming,0,1
reclined,10,0
reclines,1,0
reclining,4,0
recluse,1,0
recognise,1,0
recognised,11,0
recognize,4,0
recognized,9,0
recognizing,2,0
recoil,3,0
recoiled,1,1
recoiling,0,1
recollect,7,2
recollected,2,5
recollecting,2,5
recollection,7,1
recommend,2,0
recommendation,1,0
recommendations,1,0
recommended,5,1
recommending,1,0
recompense,1,0
recompensed,1,0
reconcile,3,0
reconciled,2,0
reconciling,1,0
reconnoitre,1,0
record,0,1
recorded,1,0
recount,3,0
recounted,3,0
recounting,1,0
recourse,5,0
recover,9,4
recovered,20,4
recovering,10,4
recovery,15,1
recruit,1,0
rectitude,3,0
red,9,0
redistribute,1,1
redistributing,2,2
redistribution,2,2
redouble,3,0
redoubled,11,1
redress,0,1
reduced,7,0
reeking,1,0
reestablished,2,0
reestablishment,2,0
refectory,6,0
references,2,2
referred,0,1
refined,1,0
refinement,2,0
reflect,18,1
reflected,19,3
reflecting,6,2
reflection,8,4
reflections,13,4
reformers,0,1
refrain,1,0
refreshed,1,0
refreshing,2,0
refreshment,1,0
refreshments,0,1
refuge,10,1
refund,10,10
refusal,2,2
refuse,13,2
refused,20,0
refusing,3,0
refuted,1,0
regain,8,0
regained,6,0
regaining,3,0
regard,11,1
regarded,6,2
regardless,0,3
regards,1,0
region,1,0
regions,3,1
registered,2,2
regret,13,1
regrets,2,0
regretted,4,0
regular,2,0
regularity,3,0
regularly,8,0
regulate,1,0
regulated,2,0
regulating,1,1
reign,2,1
reigned,8,3
reigns,4,1
rein,1,0
reined,1,0
reins,1,0
reject,7,0
rejected,6,2
rejecting,1,0
rejoice,7,4
rejoiced,11,2
rejoin,2,0
rejoined,5,0
rejoining,2,0
rekindle,1,0
rekindled,0,1
relapse,0,1
relapsed,1,1
relapsing,0,1
relate,10,2
related,26,5
relating,3,3
relation,18,0
relations,24,2
relative,1,0
relaxed,0,1
release,13,1
released,15,0
releasing,2,0
relented,1,0
reliance,1,1
relics,0,1
relief,2,0
relieve,12,1
relieved,10,1
relieving,1,0
relighted,1,0
religion,21,3
religious,20,0
relinquish,4,0
relinquishing,1,0
relique,1,0
reliques,6,0
relished,0,1
reluctance,8,1
reluctant,0,1
reluctantly,3,0
rely,5,0
relyed,1,0
relying,1,0
remain,21,10
remainder,9,2
remained,54,11
remaining,16,4
remains,10,4
remark,7,1
remarkable,7,0
remarked,5,2
remarks,1,0
remedied,1,0
remedies,2,1
remedy,6,1
remember,37,10
remembered,10,0
remembering,1,0
remembers,3,0
remembrance,13,0
reminded,0,1
reminding,0,1
remission,2,0
remnants,1,0
remonstrance,1,0
remonstrances,4,0
remorse,9,1
remorseful,1,0
remote,1,1
remounted,1,0
remove,11,3
removed,14,5
removing,3,1
renamed,1,1
rend,4,0
render,12,0
rendered,25,1
rendering,1,0
rendezvous,1,0
rending,1,0
renew,2,1
renewal,1,0
renewed,5,0
renewing,0,1
renounce,8,0
renounced,2,0
renouncing,1,0
renowned,0,1
rent,8,0
renunciation,1,0
repaid,2,0
repair,5,4
repaired,2,3
repairing,2,0
repairs,1,0
repast,1,1
repay,3,0
repayed,1,0
repayest,0,1
repays,1,0
repeat,9,4
repeated,40,4
repeatedly,2,0
repeating,5,0
repel,2,0
repell,1,0
repent,9,1
repentance,5,1
repentant,1,0
repented,1,0
repenting,1,1
repetition,2,0
repetitions,1,0
repine,1,0
repined,1,0
repining,3,0
replace,2,1
replaced,8,0
replacement,5,5
replied,76,52
replies,0,1
replunged,1,0
reply,14,11
replying,4,0
report,9,3
reported,5,5
reports,3,2
repose,32,5
reposed,5,0
reposes,2,1
reposing,2,0
represent,1,3
representation,1,0
representations,5,1
represented,10,0
representing,1,0
repress,3,0
repressed,5,0
represt,4,0
reprieve,2,0
reprimanded,1,2
reprint,0,1
reproach,13,1
reproached,5,1
reproaches,10,0
reproof,1,0
reproved,1,0
reptile,1,0
reptiles,1,1
repudiating,0,1
repugnance,9,3
repugnant,1,0
repulse,1,0
repulsed,2,1
repulsive,1,0
reputation,11,0
reputations,1,0
repute,1,0
reputed,1,1
request,37,3
requested,9,1
requests,3,0
require,3,4
required,4,2
requirements,4,4
requires,1,1
requisite,3,0
requite,0,1
rescue,10,0
rescued,7,0
rescuing,2,0
research,2,2
researches,3,1
reseated,1,0
resemblance,6,5
resemble,1,0
resembled,2,1
resembling,1,2
resent,0,1
resented,0,1
resentful,1,0
resentment,14,8
reserve,4,1
reserved,3,2
resided,2,0
resident,1,0
resign,8,7
resignation,2,2
resigned,5,1
resigning,1,3
resist,12,2
resistance,12,0
resisted,11,1
resisting,1,1
resolute,3,3
resolutely,1,0
resolution,36,5
resolutions,2,0
resolve,7,4
resolved,51,3
resolves,2,0
resolving,1,0
resounded,2,0
resource,16,0
respect,33,11
respectable,3,0
respected,1,1
respecter,0,1
respectfully,2,1
respecting,33,0
respective,4,0
respects,2,0
respiration,1,0
respite,1,0
rest,28,22
rested,14,0
resting,3,0
restless,2,3
restlessness,1,0
restore,14,4
restored,18,0
restoring,4,0
restrain,5,0
restrained,1,0
restrains,2,0
restraint,6,0
restrictions,1,1
rests,2,0
result,3,1
resume,3,2
resumed,14,5
resurrection,1,0
retailing,1,0
retain,3,1
retained,1,0
retainer,0,1
retarded,1,0
retinue,0,2
retire,8,8
retired,41,12
retirement,6,2
retires,2,0
retiring,9,2
retrace,1,0
retraced,1,0
retraction,0,1
retreat,18,3
retreated,3,2
retreats,1,1
return,60,33
returned,61,6
